;Tarih;TP_07TR32
0;2010-1;97.12
1;2010-2;96.83
2;2010-3;96.01
3;2010-4;98.19
4;2010-5;99.4
5;2010-6;102.02
6;2010-7;102.75
7;2010-8;103.55
8;2010-9;102.7
9;2010-10;101.1
10;2010-11;99.88
11;2010-12;100.39
12;2011-1;101.92
13;2011-2;103.58
14;2011-3;103.25
15;2011-4;104.7
16;2011-5;106.58
17;2011-6;108.31
18;2011-7;108.04
19;2011-8;108.26
20;2011-9;106.25
21;2011-10;108.26
22;2011-11;108.76
23;2011-12;110.0
24;2012-1;109.97
25;2012-2;109.38
26;2012-3;111.56
27;2012-4;111.67
28;2012-5;112.74
29;2012-6;113.71
30;2012-7;115.99
31;2012-8;118.23
32;2012-9;116.48
33;2012-10;115.61
34;2012-11;114.66
35;2012-12;116.39
36;2013-1;125.61
37;2013-2;127.68
38;2013-3;129.94
39;2013-4;131.85
40;2013-5;133.08
41;2013-6;135.06
42;2013-7;137.2
43;2013-8;140.08
44;2013-9;140.29
45;2013-10;138.64
46;2013-11;138.48
47;2013-12;139.25
48;2014-1;140.12
49;2014-2;141.83
50;2014-3;143.4
51;2014-4;147.87
52;2014-5;150.79
53;2014-6;154.53
54;2014-7;157.78
55;2014-8;159.19
56;2014-9;159.85
57;2014-10;160.1
58;2014-11;160.18
59;2014-12;160.54
60;2015-1;164.24
61;2015-2;167.98
62;2015-3;174.99
63;2015-4;183.45
64;2015-5;191.64
65;2015-6;200.44
66;2015-7;196.96
67;2015-8;200.0
68;2015-9;199.37
69;2015-10;203.61
70;2015-11;205.93
71;2015-12;206.74
72;2016-1;207.99
73;2016-2;209.77
74;2016-3;214.23
75;2016-4;217.65
76;2016-5;223.51
77;2016-6;227.09
78;2016-7;231.48
79;2016-8;236.31
80;2016-9;233.39
81;2016-10;234.74
82;2016-11;234.64
83;2016-12;237.11
84;2017-1;241.54
85;2017-2;244.21
86;2017-3;249.61
87;2017-4;253.31
88;2017-5;261.27
89;2017-6;265.52
90;2017-7;271.25
91;2017-8;275.78
92;2017-9;278.7
93;2017-10;279.4
94;2017-11;276.16
95;2017-12;276.18
96;2018-1;276.08
97;2018-2;278.81
98;2018-3;283.72
99;2018-4;292.83
100;2018-5;301.15
101;2018-6;306.24
102;2018-7;311.68
103;2018-8;314.66
104;2018-9;319.87
105;2018-10;333.26
106;2018-11;331.31
107;2018-12;320.14
108;2019-1;322.14
