;Tarih;TP_ISGUCARSIV_G7
0;2005-1;10.4
1;2005-2;10.4
2;2005-3;10.0
3;2005-4;9.3
4;2005-5;8.8
5;2005-6;8.7
6;2005-7;8.7
7;2005-8;8.9
8;2005-9;9.2
9;2005-10;9.4
10;2005-11;9.8
11;2005-12;10.4
12;2006-1;10.8
13;2006-2;10.9
14;2006-3;10.0
15;2006-4;9.1
16;2006-5;8.0
17;2006-6;8.1
18;2006-7;8.2
19;2006-8;8.6
20;2006-9;8.4
21;2006-10;8.4
22;2006-11;8.8
23;2006-12;9.5
24;2007-1;9.9
25;2007-2;10.3
26;2007-3;9.5
27;2007-4;9.0
28;2007-5;8.3
29;2007-6;8.3
30;2007-7;8.4
31;2007-8;8.7
32;2007-9;8.9
33;2007-10;9.2
34;2007-11;9.5
35;2007-12;9.9
36;2008-1;10.4
37;2008-2;10.8
38;2008-3;10.1
39;2008-4;9.1
40;2008-5;8.4
41;2008-6;8.7
42;2008-7;9.1
43;2008-8;9.3
44;2008-9;9.8
45;2008-10;10.3
46;2008-11;11.6
47;2008-12;12.7
48;2009-1;14.1
49;2009-2;14.8
50;2009-3;14.7
51;2009-4;13.8
52;2009-5;12.7
53;2009-6;12.2
54;2009-7;12.1
55;2009-8;12.6
56;2009-9;12.5
57;2009-10;12.2
58;2009-11;12.2
59;2009-12;12.6
60;2010-1;13.6
61;2010-2;13.5
62;2010-3;12.8
63;2010-4;11.3
64;2010-5;10.3
65;2010-6;9.9
66;2010-7;9.9
67;2010-8;10.6
68;2010-9;10.6
69;2010-10;10.5
70;2010-11;10.2
71;2010-12;10.6
72;2011-1;11.1
73;2011-2;10.7
74;2011-3;10.1
75;2011-4;9.3
76;2011-5;8.9
77;2011-6;8.7
78;2011-7;8.6
79;2011-8;8.5
80;2011-9;8.2
81;2011-10;8.4
82;2011-11;8.4
83;2011-12;9.0
84;2012-1;9.3
85;2012-2;9.6
86;2012-3;9.1
87;2012-4;8.2
88;2012-5;7.6
89;2012-6;7.3
90;2012-7;7.6
91;2012-8;8.0
92;2012-9;8.3
93;2012-10;8.3
94;2012-11;8.6
95;2012-12;9.3
96;2013-1;9.7
97;2013-2;9.7
98;2013-3;9.4
99;2013-4;8.7
100;2013-5;8.2
101;2013-6;8.1
102;2013-7;8.6
103;2013-8;9.0
104;2013-9;9.2
105;2013-10;9.1
106;2013-11;9.3
107;2013-12;9.6
108;2014-1;10.3
109;2014-2;10.2
110;2014-3;9.7
111;2014-4;9.0
112;2014-5;8.8
113;2014-6;9.1
114;2014-7;9.8
115;2014-8;10.1
116;2014-9;10.5
117;2014-10;10.4
118;2014-11;10.7
119;2014-12;10.9
120;2015-1;11.3
121;2015-2;11.2
122;2015-3;10.6
123;2015-4;9.6
124;2015-5;9.3
125;2015-6;9.6
126;2015-7;9.8
127;2015-8;10.1
128;2015-9;10.3
129;2015-10;10.5
130;2015-11;10.5
131;2015-12;10.8
132;2016-1;11.1
133;2016-2;10.9
134;2016-3;10.1
135;2016-4;9.3
136;2016-5;9.4
137;2016-6;10.2
138;2016-7;10.7
139;2016-8;11.3
140;2016-9;11.3
141;2016-10;11.8
142;2016-11;12.1
143;2016-12;12.7
144;2017-1;13.0
145;2017-2;12.6
146;2017-3;11.7
147;2017-4;10.5
148;2017-5;10.2
149;2017-6;10.2
150;2017-7;10.7
151;2017-8;10.6
152;2017-9;10.6
153;2017-10;10.3
154;2017-11;10.3
155;2017-12;10.4
156;2018-1;10.8
157;2018-2;10.64
158;2018-3;10.12
159;2018-4;9.6
160;2018-5;9.7
161;2018-6;10.16
162;2018-7;10.76
163;2018-8;11.12
164;2018-9;11.4
165;2018-10;11.6
166;2018-11;12.3
167;2018-12;13.5
168;2019-1;14.7
169;2019-2;14.7
170;2019-3;14.1
171;2019-4;13.0
172;2019-5;12.8
173;2019-6;13.0
174;2019-7;13.9
175;2019-8;14.0
176;2019-9;13.8
177;2019-10;13.4
178;2019-11;13.3
179;2019-12;13.7
180;2020-1;13.8
181;2020-2;13.6
182;2020-3;13.2
183;2020-4;12.8
184;2020-5;12.9
185;2020-6;13.4
186;2020-7;13.4
187;2020-8;13.2
188;2020-9;12.7
189;2020-10;12.7
190;2020-11;12.9
